港口,货物,年份,月份,吞吐量
南通港,黑麦,2020,12,1652
南通港,黑麦,2021,1,2293
南通港,黑麦,2021,2,628
南通港,黑麦,2021,3,2229
南通港,黑麦,2021,4,1875
南通港,黑麦,2021,5,2562
南通港,黑麦,2021,6,1997
南通港,黑麦,2021,7,2013
南通港,黑麦,2021,8,2627
南通港,黑麦,2021,9,1143
南通港,黑麦,2021,10,1735
南通港,黑麦,2021,11,2601
南通港,黑麦,2021,12,2100
南通港,黑麦,2022,1,799
南通港,黑麦,2022,2,4023
南通港,黑麦,2022,3,2700
南通港,黑麦,2022,4,3403
南通港,黑麦,2022,5,1338
南通港,黑麦,2022,6,2532
南通港,黑麦,2022,7,1654
南通港,黑麦,2022,8,642
南通港,黑麦,2022,9,1364
南通港,黑麦,2022,10,1552
南通港,黑麦,2022,11,3137
南通港,黑麦,2022,12,3252
太仓港,三钙,2020,1,1854
太仓港,三钙,2020,2,2386
太仓港,三钙,2020,3,2135
太仓港,三钙,2020,4,3109
太仓港,三钙,2020,5,2217
太仓港,三钙,2020,6,2380
太仓港,三钙,2020,7,798
太仓港,三钙,2020,8,1637
太仓港,三钙,2020,9,1971
太仓港,三钙,2020,10,2350
太仓港,三钙,2020,11,2644
太仓港,三钙,2020,12,1349
太仓港,三钙,2021,1,1689
太仓港,三钙,2021,2,2131
太仓港,三钙,2021,3,1975
太仓港,三钙,2021,4,2642
太仓港,三钙,2021,5,3940
太仓港,三钙,2021,6,1929
太仓港,三钙,2021,7,1799
太仓港,三钙,2021,8,1628
太仓港,三钙,2021,9,3552
太仓港,三钙,2021,10,3478
太仓港,三钙,2021,11,3199
太仓港,三钙,2021,12,2245
太仓港,三钙,2022,1,3034
太仓港,三钙,2022,2,1123
太仓港,三钙,2022,3,1179
太仓港,三钙,2022,4,1322
太仓港,三钙,2022,5,4472
太仓港,三钙,2022,6,4057
太仓港,三钙,2022,7,789
太仓港,三钙,2022,8,2117
太仓港,三钙,2022,9,2204
太仓港,三钙,2022,10,1730
太仓港,三钙,2022,11,1404
太仓港,三钙,2022,12,2525
太仓港,单氟磷酸钠,2020,1,2901
太仓港,单氟磷酸钠,2020,2,3142
太仓港,单氟磷酸钠,2020,3,2212
太仓港,单氟磷酸钠,2020,4,1911
太仓港,单氟磷酸钠,2020,5,2123
太仓港,单氟磷酸钠,2020,6,2064
太仓港,单氟磷酸钠,2020,7,1891
太仓港,单氟磷酸钠,2020,8,2238
太仓港,单氟磷酸钠,2020,9,3447
太仓港,单氟磷酸钠,2020,10,3188
太仓港,单氟磷酸钠,2020,11,2013
太仓港,单氟磷酸钠,2020,12,2915
太仓港,单氟磷酸钠,2021,1,1786
太仓港,单氟磷酸钠,2021,2,1293
太仓港,单氟磷酸钠,2021,3,3649
太仓港,单氟磷酸钠,2021,4,2647
太仓港,单氟磷酸钠,2021,5,1402
太仓港,单氟磷酸钠,2021,6,2208
太仓港,单氟磷酸钠,2021,7,2739
太仓港,单氟磷酸钠,2021,8,2017
太仓港,单氟磷酸钠,2021,9,787
太仓港,单氟磷酸钠,2021,10,2039
太仓港,单氟磷酸钠,2021,11,3066
太仓港,单氟磷酸钠,2021,12,686
太仓港,单氟磷酸钠,2022,1,1602
太仓港,单氟磷酸钠,2022,2,1130
太仓港,单氟磷酸钠,2022,3,786
太仓港,单氟磷酸钠,2022,4,1015
太仓港,单氟磷酸钠,2022,5,2344
太仓港,单氟磷酸钠,2022,6,3710
太仓港,单氟磷酸钠,2022,7,1888
太仓港,单氟磷酸钠,2022,8,2330
太仓港,单氟磷酸钠,2022,9,1149
太仓港,单氟磷酸钠,2022,10,1207
太仓港,单氟磷酸钠,2022,11,1848
太仓港,单氟磷酸钠,2022,12,1273
太仓港,原油,2020,1,864
太仓港,原油,2020,2,452
太仓港,原油,2020,3,797
太仓港,原油,2020,4,2893
太仓港,原油,2020,5,1101
太仓港,原油,2020,6,1273
太仓港,原油,2020,7,2322
太仓港,原油,2020,8,757
太仓港,原油,2020,9,1566
太仓港,原油,2020,10,1466
太仓港,原油,2020,11,3358
太仓港,原油,2020,12,1605
太仓港,原油,2021,1,2483
太仓港,原油,2021,2,3326
太仓港,原油,2021,3,1193
太仓港,原油,2021,4,1862
太仓港,原油,2021,5,1542
太仓港,原油,2021,6,3398
太仓港,原油,2021,7,2906
太仓港,原油,2021,8,2210
太仓港,原油,2021,9,2000
太仓港,原油,2021,10,3050
太仓港,原油,2021,11,2631
太仓港,原油,2021,12,2207
太仓港,原油,2022,1,2107
太仓港,原油,2022,2,2663
太仓港,原油,2022,3,2392
太仓港,原油,2022,4,2615
太仓港,原油,2022,5,3273
太仓港,原油,2022,6,1843
太仓港,原油,2022,7,3372
太仓港,原油,2022,8,431
太仓港,原油,2022,9,1734
太仓港,原油,2022,10,1752
太仓港,原油,2022,11,2938
太仓港,原油,2022,12,3158
太仓港,原煤,2020,1,1379
太仓港,原煤,2020,2,1763
太仓港,原煤,2020,3,1451
太仓港,原煤,2020,4,2781
太仓港,原煤,2020,5,2080
太仓港,原煤,2020,6,1177
太仓港,原煤,2020,7,1723
太仓港,原煤,2020,8,2729
太仓港,原煤,2020,9,960
太仓港,原煤,2020,10,2813
太仓港,原煤,2020,11,906
太仓港,原煤,2020,12,3916
太仓港,原煤,2021,1,1525
太仓港,原煤,2021,2,708
太仓港,原煤,2021,3,2944
太仓港,原煤,2021,4,2895
太仓港,原煤,2021,5,4041
太仓港,原煤,2021,6,4458
太仓港,原煤,2021,7,2152
太仓港,原煤,2021,8,1576
太仓港,原煤,2021,9,1619
太仓港,原煤,2021,10,2882
太仓港,原煤,2021,11,373
太仓港,原煤,2021,12,2402
太仓港,原煤,2022,1,1522
太仓港,原煤,2022,2,1108
太仓港,原煤,2022,3,2411
太仓港,原煤,2022,4,3351
太仓港,原煤,2022,5,2756
太仓港,原煤,2022,6,3344
太仓港,原煤,2022,7,2692
太仓港,原煤,2022,8,2278
太仓港,原煤,2022,9,1793
太仓港,原煤,2022,10,2388
太仓港,原煤,2022,11,1764
太仓港,原煤,2022,12,1447
太仓港,大豆,2020,1,1611
太仓港,大豆,2020,2,1071
太仓港,大豆,2020,3,3408
太仓港,大豆,2020,4,2240
太仓港,大豆,2020,5,1830
太仓港,大豆,2020,6,1751
太仓港,大豆,2020,7,1327
太仓港,大豆,2020,8,2752
太仓港,大豆,2020,9,1611
太仓港,大豆,2020,10,1724
太仓港,大豆,2020,11,3051
太仓港,大豆,2020,12,4305
太仓港,大豆,2021,1,2624
太仓港,大豆,2021,2,3515
太仓港,大豆,2021,3,2555
太仓港,大豆,2021,4,3418
太仓港,大豆,2021,5,3239
太仓港,大豆,2021,6,2091
太仓港,大豆,2021,7,2031
太仓港,大豆,2021,8,3992
太仓港,大豆,2021,9,2042
太仓港,大豆,2021,10,1863
太仓港,大豆,2021,11,1879
太仓港,大豆,2021,12,1726
太仓港,大豆,2022,1,3486
太仓港,大豆,2022,2,2852
太仓港,大豆,2022,3,4275
太仓港,大豆,2022,4,1748
太仓港,大豆,2022,5,1179
太仓港,大豆,2022,6,2475
太仓港,大豆,2022,7,1325
太仓港,大豆,2022,8,1147
太仓港,大豆,2022,9,1406
太仓港,大豆,2022,10,1928
太仓港,大豆,2022,11,3410
太仓港,大豆,2022,12,1905
太仓港,大豆油,2020,1,1029
太仓港,大豆油,2020,2,571
太仓港,大豆油,2020,3,2138
太仓港,大豆油,2020,4,2353
太仓港,大豆油,2020,5,2711
太仓港,大豆油,2020,6,2387
太仓港,大豆油,2020,7,2836
太仓港,大豆油,2020,8,1585
太仓港,大豆油,2020,9,1834
太仓港,大豆油,2020,10,1052
太仓港,大豆油,2020,11,3350
太仓港,大豆油,2020,12,2902
太仓港,大豆油,2021,1,2859
太仓港,大豆油,2021,2,750
太仓港,大豆油,2021,3,1924
太仓港,大豆油,2021,4,1884
太仓港,大豆油,2021,5,2364
太仓港,大豆油,2021,6,2706
太仓港,大豆油,2021,7,1716
太仓港,大豆油,2021,8,1219
太仓港,大豆油,2021,9,2415
太仓港,大豆油,2021,10,2971
太仓港,大豆油,2021,11,2427
太仓港,大豆油,2021,12,3080
太仓港,大豆油,2022,1,3210
太仓港,大豆油,2022,2,2299
太仓港,大豆油,2022,3,4830
太仓港,大豆油,2022,4,4760
太仓港,大豆油,2022,5,3121
太仓港,大豆油,2022,6,2922
太仓港,大豆油,2022,7,2007
太仓港,大豆油,2022,8,2832
太仓港,大豆油,2022,9,2313
太仓港,大豆油,2022,10,2738
太仓港,大豆油,2022,11,1909
太仓港,大豆油,2022,12,3415
太仓港,大豆粉,2020,1,1070
太仓港,大豆粉,2020,2,2259
太仓港,大豆粉,2020,3,2236
太仓港,大豆粉,2020,4,1818
太仓港,大豆粉,2020,5,2710
太仓港,大豆粉,2020,6,1616
太仓港,大豆粉,2020,7,2123
太仓港,大豆粉,2020,8,3388
太仓港,大豆粉,2020,9,1897
太仓港,大豆粉,2020,10,2723
太仓港,大豆粉,2020,11,2054
太仓港,大豆粉,2020,12,3695
太仓港,大豆粉,2021,1,1810
太仓港,大豆粉,2021,2,2810
太仓港,大豆粉,2021,3,1282
太仓港,大豆粉,2021,4,2204
太仓港,大豆粉,2021,5,1280
太仓港,大豆粉,2021,6,2266
太仓港,大豆粉,2021,7,3701
太仓港,大豆粉,2021,8,760
太仓港,大豆粉,2021,9,1110
太仓港,大豆粉,2021,10,3435
太仓港,大豆粉,2021,11,1140
太仓港,大豆粉,2021,12,1674
太仓港,大豆粉,2022,1,1689
太仓港,大豆粉,2022,2,1096
太仓港,大豆粉,2022,3,3016
太仓港,大豆粉,2022,4,3223
太仓港,大豆粉,2022,5,2546
太仓港,大豆粉,2022,6,3360
太仓港,大豆粉,2022,7,3606
太仓港,大豆粉,2022,9,3860
太仓港,大豆粉,2022,10,2130
太仓港,大豆粉,2022,11,2984
太仓港,大豆粉,2022,12,2973
太仓港,大麦,2020,1,1561
太仓港,大麦,2020,2,2345
太仓港,大麦,2020,3,2676
太仓港,大麦,2020,4,1878
太仓港,大麦,2020,5,2991
太仓港,大麦,2020,6,1409
太仓港,大麦,2020,7,1892
太仓港,大麦,2020,8,1859
太仓港,大麦,2020,9,2274
太仓港,大麦,2020,10,996
太仓港,大麦,2020,11,1593
太仓港,大麦,2020,12,2727
太仓港,大麦,2021,1,1881
太仓港,大麦,2021,2,1152
太仓港,大麦,2021,3,1734
太仓港,大麦,2021,4,921
太仓港,大麦,2021,5,3329
太仓港,大麦,2021,6,4036
太仓港,大麦,2021,7,3145
太仓港,大麦,2021,8,2113
太仓港,大麦,2021,9,2514
太仓港,大麦,2021,10,1371
太仓港,大麦,2021,11,2451
太仓港,大麦,2021,12,2843
太仓港,大麦,2022,1,2410
太仓港,大麦,2022,2,2299
太仓港,大麦,2022,3,5087
太仓港,大麦,2022,4,2230
太仓港,大麦,2022,5,1273
太仓港,大麦,2022,6,3249
太仓港,大麦,2022,7,1058
太仓港,大麦,2022,8,1843
太仓港,大麦,2022,9,2843
太仓港,大麦,2022,10,2371
太仓港,大麦,2022,11,2468
太仓港,大麦,2022,12,1555
太仓港,天然橡胶,2020,1,2484
太仓港,天然橡胶,2020,2,644
太仓港,天然橡胶,2020,3,2720
太仓港,天然橡胶,2020,4,3003
太仓港,天然橡胶,2020,5,1132
太仓港,天然橡胶,2020,6,2556
太仓港,天然橡胶,2020,7,2746
太仓港,天然橡胶,2020,8,1925
太仓港,天然橡胶,2020,9,1412
太仓港,天然橡胶,2020,10,3156
太仓港,天然橡胶,2020,11,2139
太仓港,天然橡胶,2020,12,2938
太仓港,天然橡胶,2021,1,1283
太仓港,天然橡胶,2021,2,1938
太仓港,天然橡胶,2021,3,1759
太仓港,天然橡胶,2021,4,2777
太仓港,天然橡胶,2021,5,2024
太仓港,天然橡胶,2021,6,2524
太仓港,天然橡胶,2021,7,2317
太仓港,天然橡胶,2021,8,2162
太仓港,天然橡胶,2021,9,4641
太仓港,天然橡胶,2021,10,2409
太仓港,天然橡胶,2021,11,1930
太仓港,天然橡胶,2021,12,1940
太仓港,天然橡胶,2022,1,1520
太仓港,天然橡胶,2022,2,3171
太仓港,天然橡胶,2022,3,2336
太仓港,天然橡胶,2022,4,1146
太仓港,天然橡胶,2022,5,3126
太仓港,天然橡胶,2022,6,3468
太仓港,天然橡胶,2022,7,2942
太仓港,天然橡胶,2022,8,3073
太仓港,天然橡胶,2022,9,3376
太仓港,天然橡胶,2022,10,2213
太仓港,天然橡胶,2022,11,2504
太仓港,天然橡胶,2022,12,2517
太仓港,小牛,2020,1,1282
太仓港,小牛,2020,2,1791
太仓港,小牛,2020,3,1457
太仓港,小牛,2020,4,3514
太仓港,小牛,2020,5,2595
太仓港,小牛,2020,6,1590
太仓港,小牛,2020,7,2249
太仓港,小牛,2020,8,2104
太仓港,小牛,2020,9,1737
太仓港,小牛,2020,10,1345
太仓港,小牛,2020,11,3743
太仓港,小牛,2020,12,1943
太仓港,小牛,2021,1,2450
太仓港,小牛,2021,2,2157
太仓港,小牛,2021,3,49
太仓港,小牛,2021,4,2392
太仓港,小牛,2021,5,2168
太仓港,小牛,2021,6,2096
太仓港,小牛,2021,7,1073
太仓港,小牛,2021,8,2480
太仓港,小牛,2021,9,1939
太仓港,小牛,2021,10,2524
太仓港,小牛,2021,11,1064
太仓港,小牛,2021,12,2161
太仓港,小牛,2022,1,2183
太仓港,小牛,2022,2,1932
太仓港,小牛,2022,3,2053
太仓港,小牛,2022,4,2436
太仓港,小牛,2022,5,1991
太仓港,小牛,2022,6,960
太仓港,小牛,2022,7,817
太仓港,小牛,2022,8,2598
太仓港,小牛,2022,9,3307
太仓港,小牛,2022,10,2105
太仓港,小牛,2022,11,2835
太仓港,小牛,2022,12,2776
太仓港,小麦,2020,1,376
太仓港,小麦,2020,2,566
太仓港,小麦,2020,3,1766
太仓港,小麦,2020,4,2511
太仓港,小麦,2020,5,1782
太仓港,小麦,2020,6,3175
太仓港,小麦,2020,7,2731
太仓港,小麦,2020,8,2979
太仓港,小麦,2020,9,3354
太仓港,小麦,2020,10,2145
太仓港,小麦,2020,11,2002
太仓港,小麦,2020,12,2173
太仓港,小麦,2021,1,3820
太仓港,小麦,2021,2,205
太仓港,小麦,2021,3,2729
太仓港,小麦,2021,4,1316
太仓港,小麦,2021,5,2995
太仓港,小麦,2021,6,2557
太仓港,小麦,2021,7,2510
太仓港,小麦,2021,8,4758
太仓港,小麦,2021,9,1901
太仓港,小麦,2021,10,1355
太仓港,小麦,2021,11,1249
太仓港,小麦,2021,12,1886
太仓港,小麦,2022,1,3267
太仓港,小麦,2022,2,1284
太仓港,小麦,2022,3,2296
太仓港,小麦,2022,4,2619
太仓港,小麦,2022,5,2317
太仓港,小麦,2022,6,2662
太仓港,小麦,2022,7,3199
太仓港,小麦,2022,8,2572
太仓港,小麦,2022,9,2951
太仓港,小麦,2022,10,3131
太仓港,小麦,2022,11,1149
太仓港,小麦,2022,12,1987
太仓港,木材,2020,1,3139
太仓港,木材,2020,2,1277
太仓港,木材,2020,3,941
太仓港,木材,2020,4,1518
太仓港,木材,2020,5,1095
太仓港,木材,2020,6,701
太仓港,木材,2020,7,2090
太仓港,木材,2020,8,556
太仓港,木材,2020,9,5001
太仓港,木材,2020,10,1179
太仓港,木材,2020,11,1678
太仓港,木材,2020,12,902
太仓港,木材,2021,1,2543
太仓港,木材,2021,2,2242
太仓港,木材,2021,3,1151
太仓港,木材,2021,4,3103
太仓港,木材,2021,5,1681
太仓港,木材,2021,6,3054
太仓港,木材,2021,7,1614
太仓港,木材,2021,8,3859
太仓港,木材,2021,9,2843
太仓港,木材,2021,10,870
太仓港,木材,2021,11,2568
太仓港,木材,2021,12,2873
太仓港,木材,2022,1,927
太仓港,木材,2022,2,2681
太仓港,木材,2022,3,1513
太仓港,木材,2022,4,2907
太仓港,木材,2022,5,3932
太仓港,木材,2022,6,2313
太仓港,木材,2022,7,2503
太仓港,木材,2022,8,3265
太仓港,木材,2022,9,2010
太仓港,木材,2022,10,4036
太仓港,木材,2022,11,2746
太仓港,木材,2022,12,830
太仓港,水泥,2020,1,1290
太仓港,水泥,2020,2,1661
太仓港,水泥,2020,3,1604
太仓港,水泥,2020,4,2182
太仓港,水泥,2020,5,919
太仓港,水泥,2020,6,2856
太仓港,水泥,2020,7,2964
太仓港,水泥,2020,8,3228
太仓港,水泥,2020,9,3462
太仓港,水泥,2020,10,2888
太仓港,水泥,2020,11,1212
太仓港,水泥,2020,12,924
太仓港,水泥,2021,1,2351
太仓港,水泥,2021,2,1332
太仓港,水泥,2021,3,2696
太仓港,水泥,2021,4,1403
太仓港,水泥,2021,5,2479
太仓港,水泥,2021,6,3657
太仓港,水泥,2021,7,2697
太仓港,水泥,2021,8,2355
太仓港,水泥,2021,9,2899
太仓港,水泥,2021,10,3230
太仓港,水泥,2021,11,3107
太仓港,水泥,2021,12,3099
太仓港,水泥,2022,1,3100
太仓港,水泥,2022,2,2068
太仓港,水泥,2022,3,1283
太仓港,水泥,2022,4,2620
太仓港,水泥,2022,5,3002
太仓港,水泥,2022,6,2836
太仓港,水泥,2022,7,1967
太仓港,水泥,2022,8,1153
太仓港,水泥,2022,9,1465
太仓港,水泥,2022,10,1118
太仓港,水泥,2022,11,4538
太仓港,水泥,2022,12,2717
太仓港,活牛,2020,1,2715
太仓港,活牛,2020,2,1854
太仓港,活牛,2020,3,2392
太仓港,活牛,2020,4,1779
太仓港,活牛,2020,5,2642
太仓港,活牛,2020,6,3424
太仓港,活牛,2020,7,1414
太仓港,活牛,2020,8,1161
太仓港,活牛,2020,9,1235
太仓港,活牛,2020,10,2933
太仓港,活牛,2020,11,3604
太仓港,活牛,2020,12,2916
太仓港,活牛,2021,1,2349
太仓港,活牛,2021,2,2294
太仓港,活牛,2021,3,1713
太仓港,活牛,2021,4,2573
太仓港,活牛,2021,5,2644
太仓港,活牛,2021,6,2090
太仓港,活牛,2021,7,2755
太仓港,活牛,2021,8,2660
太仓港,活牛,2021,9,687
太仓港,活牛,2021,10,2917
太仓港,活牛,2021,11,2234
太仓港,活牛,2021,12,1111
太仓港,活牛,2022,1,3309
太仓港,活牛,2022,2,4552
太仓港,活牛,2022,3,3085
太仓港,活牛,2022,4,3298
太仓港,活牛,2022,5,537
太仓港,活牛,2022,6,237
太仓港,活牛,2022,7,1552
太仓港,活牛,2022,8,2828
太仓港,活牛,2022,9,1592
太仓港,活牛,2022,10,2492
太仓港,活牛,2022,11,1950
太仓港,活牛,2022,12,2512
太仓港,活猪,2019,12,438
太仓港,活猪,2020,1,3340
太仓港,活猪,2020,2,2901
太仓港,活猪,2020,3,1414
太仓港,活猪,2020,4,2779
太仓港,活猪,2020,5,3204
太仓港,活猪,2020,6,2263
太仓港,活猪,2020,7,2668
太仓港,活猪,2020,8,1172
太仓港,活猪,2020,9,4062
太仓港,活猪,2020,10,3344
太仓港,活猪,2020,11,2645
太仓港,活猪,2020,12,2131
太仓港,活猪,2021,1,1467
太仓港,活猪,2021,2,1035
太仓港,活猪,2021,3,2329
太仓港,活猪,2021,4,3165
太仓港,活猪,2021,5,1937
太仓港,活猪,2021,6,1587
太仓港,活猪,2021,7,2526
太仓港,活猪,2021,8,2427
太仓港,活猪,2021,9,1491
太仓港,活猪,2021,10,2013
太仓港,活猪,2021,11,1795
太仓港,活猪,2021,12,1408
太仓港,活猪,2022,1,4814
太仓港,活猪,2022,2,1690
太仓港,活猪,2022,3,2558
太仓港,活猪,2022,4,801
太仓港,活猪,2022,5,2763
太仓港,活猪,2022,6,1637
太仓港,活猪,2022,7,2405
太仓港,活猪,2022,8,1909
太仓港,活猪,2022,9,3029
太仓港,活猪,2022,10,932
太仓港,活猪,2022,11,3957
太仓港,活猪,2022,12,931
太仓港,燕麦,2020,1,2837
太仓港,燕麦,2020,2,1681
太仓港,燕麦,2020,3,922
太仓港,燕麦,2020,4,915
太仓港,燕麦,2020,5,2409
太仓港,燕麦,2020,6,1463
太仓港,燕麦,2020,7,3731
太仓港,燕麦,2020,8,2874
太仓港,燕麦,2020,9,4072
太仓港,燕麦,2020,10,1787
太仓港,燕麦,2020,11,2525
太仓港,燕麦,2020,12,1055
太仓港,燕麦,2021,1,2512
太仓港,燕麦,2021,2,1289
太仓港,燕麦,2021,3,2152
太仓港,燕麦,2021,4,1475
太仓港,燕麦,2021,5,2488
太仓港,燕麦,2021,6,2002
太仓港,燕麦,2021,7,1575
太仓港,燕麦,2021,8,1014
太仓港,燕麦,2021,9,1712
太仓港,燕麦,2021,10,1258
太仓港,燕麦,2021,11,1729
太仓港,燕麦,2021,12,2862
太仓港,燕麦,2022,1,3291
太仓港,燕麦,2022,2,2540
太仓港,燕麦,2022,3,3462
太仓港,燕麦,2022,4,3152
太仓港,燕麦,2022,5,1072
太仓港,燕麦,2022,6,2517
太仓港,燕麦,2022,7,3357
太仓港,燕麦,2022,8,2540
太仓港,燕麦,2022,9,1949
太仓港,燕麦,2022,10,3489
太仓港,燕麦,2022,11,1620
太仓港,燕麦,2022,12,3694
太仓港,猪腩,2020,1,3987
太仓港,猪腩,2020,2,839
太仓港,猪腩,2020,3,2754
太仓港,猪腩,2020,4,2846
太仓港,猪腩,2020,5,3477
太仓港,猪腩,2020,6,2830
太仓港,猪腩,2020,7,2269
太仓港,猪腩,2020,8,2803
太仓港,猪腩,2020,9,3634
太仓港,猪腩,2020,10,1079
太仓港,猪腩,2020,11,4117
太仓港,猪腩,2020,12,3651
太仓港,猪腩,2021,1,2942
太仓港,猪腩,2021,2,1731
太仓港,猪腩,2021,3,3916
太仓港,猪腩,2021,4,3149
太仓港,猪腩,2021,5,1783
太仓港,猪腩,2021,6,1459
太仓港,猪腩,2021,7,1367
太仓港,猪腩,2021,8,2974
太仓港,猪腩,2021,9,2367
太仓港,猪腩,2021,10,1278
太仓港,猪腩,2021,11,2729
太仓港,猪腩,2021,12,960
太仓港,猪腩,2022,1,828
太仓港,猪腩,2022,2,1795
太仓港,猪腩,2022,3,2093
太仓港,猪腩,2022,4,2036
太仓港,猪腩,2022,5,3126
太仓港,猪腩,2022,6,2921
太仓港,猪腩,2022,7,2538
太仓港,猪腩,2022,8,1538
太仓港,猪腩,2022,9,2617
太仓港,猪腩,2022,10,1756
太仓港,猪腩,2022,11,3185
太仓港,猪腩,2022,12,1910
太仓港,砂石,2020,1,2656
太仓港,砂石,2020,2,3423
太仓港,砂石,2020,3,2355
太仓港,砂石,2020,4,2176
太仓港,砂石,2020,5,1895
太仓港,砂石,2020,6,1937
太仓港,砂石,2020,7,1217
太仓港,砂石,2020,8,1859
太仓港,砂石,2020,9,4408
太仓港,砂石,2020,10,1048
太仓港,砂石,2020,11,1282
太仓港,砂石,2020,12,2957
